,,Rank,School,Games,Wins,Losses,Win-Loss%,SRS,SOS,Conf Wins,Conf Losses,Home Wins,Home Losses,Away Wins,Away Losses,Points For,Points Against,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,NCAA,Conf Champ,Seed
2006,60,321,West Virginia,33,22,11,.667,14.51,8.54,11,5,13,2,5,4,2334,2093,,.234,.516,.560,42.4,69.0,,5.1,.535,12.1,,.174,True,False,6
2006,61,326,Wichita State,35,26,9,.743,11.45,4.72,14,4,14,2,8,3,2422,2165,,.368,.341,.542,54.0,62.2,,3.3,.503,16.7,,.266,True,False,7
2006,62,328,Winthrop,31,23,8,.742,6.28,-4.93,13,3,15,1,7,6,2276,1897,,.402,.379,.551,54.0,63.0,,6.3,.517,17.5,,.278,True,True,15
2006,63,329,Wisconsin,31,19,12,.613,13.14,7.24,9,7,14,2,2,8,2205,2035,,.381,.319,.520,51.2,54.3,,6.0,.487,14.5,,.253,True,False,9
2006,64,333,Xavier,32,21,11,.656,10.11,1.99,8,8,15,4,5,5,2290,2030,,.423,.349,.566,51.8,64.5,,8.5,.526,16.8,,.306,True,True,14
2007,0,7,Albany (NY),33,23,10,.697,-1.60,-4.75,13,3,11,2,11,7,2241,2147,,.329,.344,.550,52.2,54.6,,4.8,.517,17.7,,.237,True,True,13
2007,1,12,Arizona,31,20,11,.645,16.24,10.76,11,7,11,5,7,4,2417,2247,,.416,.285,.570,54.1,60.4,,5.3,.527,16.8,,.312,True,False,8
2007,2,16,Arkansas,35,21,14,.600,13.77,8.75,7,9,13,3,2,8,2487,2311,,.382,.321,.551,51.8,59.1,,11.0,.517,19.1,,.269,True,False,12
2007,3,22,Belmont,33,23,10,.697,-0.39,-4.71,14,4,9,2,10,6,2390,2128,,.320,.442,.565,51.9,60.5,,5.5,.540,20.0,,.221,True,True,15
2007,4,26,Boston College,33,21,12,.636,13.76,9.21,10,6,14,4,5,6,2453,2303,,.449,.319,.573,51.2,57.4,,9.6,.533,17.5,,.325,True,False,7
2007,5,30,Brigham Young,34,25,9,.735,11.38,3.95,13,3,17,0,6,7,2654,2347,,.347,.311,.575,54.5,55.8,,6.2,.555,16.5,,.229,True,False,8
2007,6,34,Butler,36,29,7,.806,14.34,3.94,13,3,14,2,8,4,2434,2056,,.406,.486,.569,48.8,56.0,,3.8,.525,13.8,,.309,True,False,5
2007,7,45,Central Connecticut State,34,22,12,.647,-3.63,-6.48,16,2,13,4,9,5,2344,2247,,.378,.378,.545,51.4,53.7,,6.1,.505,18.3,,.276,True,True,16
2007,8,65,Creighton,33,22,11,.667,12.57,6.24,13,5,12,2,5,8,2220,2011,,.427,.365,.555,51.5,59.6,,4.9,.507,17.3,,.322,True,True,10
2007,9,67,Davidson,34,29,5,.853,8.31,-2.26,17,1,13,1,10,3,2765,2336,,.307,.412,.559,54.4,57.7,,4.6,.525,16.7,,.231,True,True,13
2007,10,76,Duke,33,22,11,.667,18.85,10.49,8,8,15,4,5,4,2323,2047,,.398,.296,.557,53.7,52.7,,8.7,.525,19.6,,.274,True,False,6
2007,11,81,Eastern Kentucky,33,21,12,.636,-4.19,-5.28,13,7,11,3,8,8,2151,2089,,.281,.448,.561,46.7,61.0,,4.9,.541,18.9,,.191,True,True,16
2007,12,92,Florida,40,35,5,.875,23.82,7.34,13,3,18,0,5,4,3193,2504,,.438,.340,.618,56.4,54.6,,8.4,.596,18.0,,.302,True,True,1
2007,13,88,Florida A&M,35,21,14,.600,-9.73,-7.49,12,6,11,2,6,9,2467,2467,,.455,.309,.539,52.5,56.4,,3.1,.505,21.4,,.301,True,True,16
2007,14,98,George Washington,32,23,9,.719,5.61,0.64,11,5,13,1,6,5,2247,2067,,.340,.258,.538,50.6,56.1,,8.5,.506,17.5,,.238,True,True,11
2007,15,99,Georgetown,37,30,7,.811,19.62,9.48,13,3,14,3,9,3,2555,2146,,.365,.348,.596,54.3,59.0,,9.8,.570,18.8,,.260,True,True,2
2007,16,102,Georgia Tech,32,20,12,.625,17.17,9.36,8,8,17,1,1,8,2515,2222,,.342,.283,.567,54.3,52.5,,6.7,.542,18.5,,.233,True,False,10
2007,17,104,Gonzaga,34,23,11,.676,12.15,3.77,11,3,12,2,6,5,2668,2383,,.394,.302,.582,52.7,52.7,,6.1,.542,17.1,,.296,True,True,10
2007,18,113,Holy Cross,34,25,9,.735,3.32,-3.06,13,1,14,1,10,6,2171,1954,,.405,.321,.537,53.6,62.7,,7.8,.492,20.5,,.297,True,True,13
2007,19,120,Illinois,35,23,12,.657,14.18,7.09,9,7,14,3,3,6,2245,1997,,.372,.378,.521,54.0,61.8,,5.7,.498,18.6,,.232,True,False,12
2007,20,122,Indiana,32,21,11,.656,16.78,8.35,10,6,15,0,3,8,2246,1976,,.344,.377,.550,51.9,54.2,,8.9,.518,16.2,,.244,True,False,7
2007,21,128,Jackson State,35,21,14,.600,-12.28,-9.94,12,6,8,2,8,10,2490,2572,,.360,.294,.505,48.2,53.4,,5.4,.463,17.9,,.256,True,True,16
2007,22,133,Kansas,38,33,5,.868,22.62,6.86,14,2,16,2,8,2,2978,2344,,.362,.261,.567,54.6,58.9,,11.5,.545,17.0,,.239,True,True,1
2007,23,135,Kentucky,34,22,12,.647,17.12,11.41,9,7,14,2,4,6,2496,2302,,.369,.348,.568,52.3,60.3,,7.9,.538,18.3,,.260,True,False,8
2007,24,142,Long Beach State,32,24,8,.750,2.24,-2.07,12,2,12,1,9,5,2575,2408,,.350,.365,.554,49.4,50.1,,4.7,.523,16.1,,.246,True,True,12
2007,25,148,Louisville,34,24,10,.706,16.08,7.69,12,4,16,4,6,2,2433,2144,,.374,.386,.531,51.4,58.6,,8.1,.498,15.9,,.253,True,False,6
2007,26,155,Marquette,34,24,10,.706,14.14,6.95,10,6,16,4,6,4,2443,2207,,.401,.334,.526,52.4,55.8,,6.4,.492,17.6,,.269,True,False,8
2007,27,159,Maryland,34,25,9,.735,19.06,7.59,10,6,17,3,6,4,2685,2295,,.387,.250,.558,51.3,60.5,,11.0,.526,18.4,,.269,True,False,4
2007,28,162,Memphis,37,33,4,.892,19.72,3.91,16,0,19,0,9,2,2918,2333,,.424,.352,.540,53.6,52.4,,10.8,.517,15.4,,.263,True,True,2
2007,29,165,Miami (OH),33,18,15,.545,4.81,2.78,10,6,11,2,3,11,1962,1895,,.318,.325,.545,49.7,58.5,,8.2,.514,19.4,,.226,True,True,14
2007,30,166,Michigan State,35,23,12,.657,16.30,8.45,8,8,18,1,2,8,2276,2001,,.391,.283,.559,55.6,69.5,,9.3,.522,20.4,,.281,True,False,9
2007,31,187,Nevada,34,29,5,.853,10.58,1.09,14,2,15,1,10,2,2632,2296,,.324,.318,.582,54.6,60.0,,7.2,.548,16.6,,.245,True,False,7
2007,32,186,Nevada-Las Vegas,37,30,7,.811,12.98,5.37,12,4,19,1,8,5,2772,2470,,.333,.364,.543,49.8,56.0,,9.7,.510,13.9,,.238,True,True,7
2007,33,189,New Mexico State,34,25,9,.735,5.04,0.01,11,5,19,1,6,7,2652,2462,,.516,.271,.564,53.4,52.1,,4.8,.532,19.6,,.339,True,True,13
2007,34,192,Niagara,35,23,12,.657,-3.41,-4.70,13,5,9,6,9,4,2654,2609,,.388,.376,.527,52.6,52.5,,2.6,.483,15.8,,.283,True,True,16
2007,35,200,North Carolina,38,31,7,.816,26.41,9.30,11,5,16,1,7,4,3258,2608,,.395,.252,.577,55.8,58.6,,7.5,.544,15.6,,.281,True,True,1
2007,36,201,North Texas,34,23,11,.676,-3.11,-6.59,10,8,13,3,7,7,2617,2420,,.404,.300,.541,53.7,46.4,,7.8,.512,18.2,,.266,True,True,15
2007,37,208,Notre Dame,32,24,8,.750,16.94,4.97,11,5,18,0,4,5,2592,2176,,.403,.388,.575,52.9,63.5,,5.8,.535,15.5,,.300,True,False,6
2007,38,210,Ohio State,39,35,4,.897,21.54,9.03,15,1,19,0,7,3,2905,2417,,.366,.365,.568,52.1,56.7,,9.7,.538,14.8,,.257,True,True,1
2007,39,214,Old Dominion,33,24,9,.727,7.83,0.44,15,3,15,2,8,5,2290,2046,,.363,.371,.534,52.9,61.3,,6.6,.495,15.9,,.262,True,False,12
2007,40,215,Oral Roberts,34,23,11,.676,4.54,-1.04,12,2,12,2,6,8,2440,2206,,.468,.320,.565,53.3,55.7,,8.1,.524,19.2,,.333,True,True,14
2007,41,217,Oregon,37,29,8,.784,15.95,6.30,11,7,16,2,6,5,2807,2450,,.328,.421,.570,51.5,53.3,,3.6,.534,15.8,,.249,True,True,3
2007,42,220,Pennsylvania,31,22,9,.710,4.16,-1.64,13,1,12,3,9,4,2297,2100,,.384,.304,.567,49.8,64.5,,5.4,.543,17.6,,.255,True,False,14
2007,43,222,Pittsburgh,37,29,8,.784,16.99,8.53,12,4,16,2,8,3,2637,2324,,.361,.294,.553,53.5,67.3,,6.6,.529,15.6,,.239,True,False,3
2007,44,228,Purdue,34,22,12,.647,14.65,8.89,9,7,16,1,2,8,2376,2154,,.379,.335,.549,50.9,55.2,,5.1,.519,18.0,,.257,True,False,9
2007,45,260,Southern California,37,25,12,.676,13.78,7.87,11,7,15,3,4,6,2656,2413,,.392,.263,.563,50.0,49.9,,6.8,.528,18.6,,.280,True,False,5
2007,46,261,Southern Illinois,36,29,7,.806,13.59,7.53,15,3,13,0,10,4,2266,2023,,.439,.360,.551,51.4,54.3,,7.4,.514,19.7,,.304,True,False,4
2007,47,269,Stanford,31,18,13,.581,11.16,9.06,10,8,12,5,5,6,2156,2081,,.360,.287,.530,54.2,59.1,,10.4,.498,18.4,,.245,True,False,11
2007,48,278,Tennessee,35,24,11,.686,14.97,9.15,10,6,16,0,3,7,2831,2627,,.379,.409,.548,49.2,55.7,,5.4,.523,16.1,,.248,True,False,5
2007,49,289,Texas,35,25,10,.714,15.60,6.12,12,4,15,1,6,5,2860,2528,,.393,.366,.557,51.4,49.7,,9.0,.516,14.5,,.289,True,False,4
2007,50,280,Texas A&M,34,27,7,.794,21.27,5.13,13,3,18,1,7,3,2570,2021,,.413,.280,.589,53.6,65.1,,6.2,.557,16.0,,.296,True,False,3
2007,51,279,Texas A&M-Corpus Christi,33,26,7,.788,3.07,-4.80,14,2,13,1,8,5,2615,2302,,.485,.274,.608,54.9,65.2,,5.2,.577,20.0,,.343,True,True,15
2007,52,288,Texas Tech,34,21,13,.618,9.71,7.16,9,7,13,3,6,5,2437,2349,,.397,.272,.552,46.5,53.7,,3.3,.509,15.2,,.293,True,False,10
2007,53,295,UCLA,36,30,6,.833,20.90,9.84,15,3,16,0,6,4,2503,2081,,.328,.332,.563,52.4,54.9,,6.4,.543,16.5,,.217,True,False,2
2007,54,299,Vanderbilt,34,22,12,.647,12.76,7.79,10,6,14,3,5,6,2594,2387,,.324,.425,.567,48.4,63.9,,4.8,.536,15.6,,.236,True,False,6
2007,55,301,Villanova,33,22,11,.667,16.13,9.16,9,7,10,4,9,4,2392,2132,,.417,.385,.546,53.3,54.1,,6.3,.492,17.1,,.325,True,False,9
2007,56,305,Virginia,32,21,11,.656,12.89,7.96,11,5,16,1,4,6,2463,2267,,.422,.380,.552,53.1,50.7,,5.4,.506,16.4,,.313,True,False,4
2007,57,302,Virginia Commonwealth,35,28,7,.800,9.50,0.20,16,2,15,2,11,2,2626,2298,,.404,.309,.559,50.9,52.7,,5.9,.519,14.4,,.294,True,True,11
2007,58,304,Virginia Tech,34,22,12,.647,14.35,8.26,10,6,13,2,5,6,2428,2181,,.394,.237,.540,49.6,50.7,,8.7,.511,14.2,,.260,True,False,5
2007,59,308,Washington State,34,26,8,.765,13.33,6.00,13,5,12,2,8,4,2273,2024,,.334,.297,.552,48.2,57.1,,8.8,.520,14.7,,.239,True,False,3
2007,60,310,Weber State,32,20,12,.625,-4.03,-3.33,11,5,13,2,6,8,2266,2214,,.511,.289,.577,50.7,56.6,,4.3,.546,20.8,,.343,True,True,15
2007,61,318,Winthrop,34,29,5,.853,9.17,-1.20,14,0,15,0,12,3,2545,2088,,.349,.399,.564,54.8,61.4,,6.9,.549,16.5,,.218,True,True,11
2007,62,319,Wisconsin,36,30,6,.833,19.28,6.95,13,3,19,0,7,3,2527,2083,,.450,.317,.552,53.5,57.0,,6.2,.515,15.1,,.309,True,False,2
2007,63,321,Wright State,33,23,10,.697,1.94,-0.31,13,3,14,1,7,8,2125,2051,,.322,.297,.527,49.5,52.5,,2.9,.489,16.5,,.236,True,True,14
2007,64,323,Xavier,34,25,9,.735,14.18,3.39,13,3,16,1,5,5,2595,2228,,.475,.386,.593,51.9,59.8,,6.3,.551,16.4,,.352,True,False,9
2008,0,9,American,33,21,12,.636,-1.87,-4.00,10,4,11,4,10,7,2140,2049,,.413,.402,.564,52.2,55.9,,5.3,.522,19.4,,.305,True,True,15
2008,1,12,Arizona,34,19,15,.559,14.55,10.22,8,10,11,6,6,7,2443,2276,,.406,.321,.580,48.8,62.4,,6.3,.540,16.4,,.304,True,False,10
2008,2,16,Arkansas,35,23,12,.657,12.48,6.73,9,7,15,1,2,7,2593,2392,,.379,.303,.549,53.1,54.0,,9.3,.519,18.4,,.257,True,False,9
2008,3,19,Austin Peay,35,24,11,.686,-2.21,-5.24,16,4,13,1,9,8,2590,2477,,.443,.373,.558,48.0,58.6,,4.0,.517,15.9,,.317,True,True,15
2008,4,21,Baylor,32,21,11,.656,11.46,5.75,9,7,12,4,6,4,2601,2396,,.359,.367,.561,49.9,43.2,,7.2,.524,14.8,,.267,True,False,11
2008,5,22,Belmont,34,25,9,.735,-0.12,-3.44,14,2,14,1,9,5,2714,2497,,.332,.471,.564,51.1,62.6,,3.3,.537,17.2,,.231,True,True,15
2008,6,25,Boise State,34,25,9,.735,1.60,-2.07,12,4,11,5,12,3,2767,2567,,.393,.353,.596,51.7,60.9,,3.8,.577,18.7,,.260,True,True,14
2008,7,30,Brigham Young,35,27,8,.771,11.82,1.33,14,2,16,0,8,5,2580,2213,,.374,.388,.556,53.0,64.8,,6.6,.532,17.5,,.245,True,False,8
2008,8,34,Butler,34,30,4,.882,13.00,2.64,16,2,14,1,11,2,2339,1985,,.367,.485,.576,48.9,57.3,,4.9,.541,14.8,,.271,True,True,7
2008,9,36,Cal State Fullerton,33,24,9,.727,5.64,-3.06,12,4,11,3,9,5,2700,2398,,.323,.360,.568,50.7,51.8,,2.7,.542,15.8,,.227,True,True,14
2008,10,55,Clemson,34,24,10,.706,18.05,9.08,10,6,14,2,7,5,2693,2372,,.309,.332,.536,51.5,53.5,,9.4,.518,16.7,,.193,True,False,5
2008,11,63,Connecticut,33,24,9,.727,15.54,6.76,13,5,16,1,7,4,2556,2266,,.481,.247,.553,54.2,56.2,,13.1,.506,16.3,,.347,True,False,4
2008,12,64,Coppin State,37,16,21,.432,-14.51,-6.20,7,9,5,5,4,14,2212,2443,,.372,.240,.485,46.5,44.8,,4.0,.437,19.1,,.265,True,True,16
2008,13,65,Cornell,28,22,6,.786,0.76,-4.74,14,0,12,1,10,4,2136,1917,,.330,.357,.591,50.3,56.3,,5.6,.558,17.4,,.251,True,False,14
2008,14,68,Davidson,36,29,7,.806,13.93,1.66,20,0,12,1,11,3,2803,2274,,.261,.410,.567,52.4,59.6,,6.1,.544,14.7,,.187,True,True,10
2008,15,75,Drake,33,28,5,.848,14.08,4.15,15,3,14,1,10,3,2440,2050,,.359,.459,.570,52.2,59.4,,4.9,.531,15.4,,.272,True,True,5
2008,16,77,Duke,34,28,6,.824,21.52,9.28,13,3,15,1,6,2,2830,2361,,.409,.392,.569,50.1,51.6,,6.6,.536,15.7,,.285,True,False,2
2008,17,98,George Mason,34,23,11,.676,6.07,-0.75,12,6,13,1,5,7,2356,2124,,.398,.332,.557,52.8,53.8,,5.8,.523,16.1,,.280,True,True,12
2008,18,100,Georgetown,34,28,6,.824,18.73,7.23,15,3,16,0,8,4,2367,1976,,.340,.402,.584,52.1,61.6,,8.9,.567,18.4,,.222,True,False,2
2008,19,104,Georgia,34,17,17,.500,7.24,7.03,4,12,11,5,2,8,2314,2290,,.324,.316,.513,52.8,47.1,,6.0,.482,18.3,,.220,True,True,14
2008,20,105,Gonzaga,33,25,8,.758,14.81,2.15,13,1,13,1,7,3,2524,2106,,.397,.319,.578,53.7,53.7,,8.2,.545,17.8,,.283,True,False,7
2008,21,123,Indiana,33,25,8,.758,15.78,6.08,14,4,17,2,7,3,2476,2156,,.419,.349,.569,54.6,52.0,,6.7,.523,17.1,,.318,True,False,8
2008,22,134,Kansas,40,37,3,.925,26.90,8.20,13,3,19,0,8,3,3221,2460,,.368,.295,.592,55.6,61.3,,10.4,.567,16.3,,.258,True,True,1
2008,23,133,Kansas State,33,21,12,.636,15.79,7.79,10,6,14,2,3,5,2574,2274,,.374,.320,.529,55.6,55.8,,6.0,.494,17.1,,.257,True,False,11
2008,24,135,Kent State,35,28,7,.800,7.47,0.41,13,3,16,0,8,5,2412,2165,,.412,.305,.558,51.0,57.8,,7.3,.520,19.3,,.294,True,True,9
2008,25,136,Kentucky,31,18,13,.581,9.19,7.09,12,4,14,4,4,6,2124,2034,,.411,.315,.567,51.2,53.7,,8.8,.527,20.7,,.301,True,False,11
2008,26,150,Louisville,36,27,9,.750,19.00,8.00,14,4,15,2,8,3,2611,2215,,.365,.387,.553,52.0,58.2,,8.9,.531,17.2,,.236,True,False,3
2008,27,157,Marquette,35,25,10,.714,18.62,8.09,11,7,15,2,5,5,2658,2269,,.377,.335,.541,51.9,55.4,,7.0,.505,15.5,,.266,True,False,6
2008,28,159,Maryland-Baltimore County,33,24,9,.727,0.06,-4.53,13,3,13,1,9,7,2450,2258,,.332,.330,.549,49.2,57.5,,6.0,.515,12.5,,.241,True,True,1
2008,29,164,Memphis,40,38,2,.950,23.73,5.76,16,0,19,1,10,0,3196,2477,,.404,.352,.546,54.1,55.7,,10.7,.527,13.8,,.248,True,True,1
2008,30,166,Miami (FL),34,23,11,.676,12.38,7.13,8,8,14,2,4,6,2542,2309,,.386,.309,.541,51.4,52.0,,8.0,.496,16.2,,.288,True,False,7
2008,31,168,Michigan State,36,27,9,.750,16.32,7.68,12,6,17,0,4,6,2564,2253,,.335,.244,.560,55.0,66.5,,7.7,.526,17.6,,.246,True,False,5
2008,32,173,Mississippi State,34,23,11,.676,13.42,5.74,12,4,12,3,7,4,2489,2228,,.390,.366,.546,52.7,50.6,,12.5,.522,18.3,,.252,True,False,8
2008,33,174,Mississippi Valley State,33,17,16,.515,-15.28,-9.50,12,6,8,4,6,8,2036,2174,,.414,.248,.485,48.4,54.3,,5.1,.440,18.4,,.281,True,True,16
2008,34,184,Mount St. Mary's,34,19,15,.559,-3.59,-5.12,11,7,8,7,10,7,2353,2301,,.387,.304,.535,48.7,53.2,,6.4,.498,18.1,,.272,True,True,16
2008,35,188,Nevada-Las Vegas,35,27,8,.771,10.23,4.02,12,4,20,2,6,5,2440,2181,,.327,.398,.528,48.8,60.4,,5.6,.488,14.1,,.244,True,True,15
2008,36,202,North Carolina,39,36,3,.923,24.17,8.12,14,2,14,2,13,0,3454,2828,,.380,.226,.571,57.2,52.5,,7.0,.530,15.6,,.288,True,True,1
2008,37,211,Notre Dame,33,25,8,.758,16.15,7.03,14,4,17,0,5,4,2608,2297,,.340,.336,.557,53.7,66.5,,5.9,.522,15.5,,.251,True,False,5
2008,38,216,Oklahoma,35,23,12,.657,11.97,7.85,9,7,14,3,4,6,2378,2234,,.387,.336,.534,51.9,52.5,,7.0,.501,16.8,,.264,True,False,6
2008,39,218,Oral Roberts,33,24,9,.727,5.71,-0.26,16,2,12,1,8,6,2282,2047,,.409,.339,.536,51.4,56.7,,7.2,.503,16.8,,.274,True,True,13
2008,40,220,Oregon,32,18,14,.563,11.68,7.65,9,9,12,3,5,7,2450,2321,,.367,.398,.583,51.3,55.4,,4.3,.558,16.1,,.254,True,False,9
2008,41,225,Pittsburgh,37,27,10,.730,15.62,7.84,10,8,16,2,5,7,2731,2410,,.351,.307,.536,53.0,58.0,,6.0,.508,14.9,,.234,True,True,4
2008,42,226,Portland State,33,23,10,.697,1.72,-3.01,14,2,13,1,8,7,2438,2245,,.367,.411,.570,51.6,61.6,,6.0,.545,18.5,,.248,True,True,16
2008,43,231,Purdue,34,25,9,.735,13.10,5.90,15,3,16,2,6,5,2367,2122,,.371,.357,.530,50.2,56.0,,8.8,.491,16.3,,.264,True,False,6
2008,44,243,Saint Joseph's,34,21,13,.618,9.63,3.98,9,7,8,5,9,6,2484,2292,,.397,.356,.580,50.0,58.4,,8.3,.546,16.8,,.288,True,False,11
2008,45,245,Saint Mary's (CA),32,25,7,.781,11.39,0.36,12,2,15,1,6,5,2421,2037,,.392,.383,.554,52.2,55.4,,9.1,.527,16.7,,.259,True,False,10
2008,46,250,San Diego,36,22,14,.611,3.39,1.45,11,3,13,5,7,6,2365,2296,,.350,.270,.527,51.0,54.8,,6.0,.497,19.3,,.235,True,True,13
2008,47,256,Siena,34,23,11,.676,4.06,-1.62,13,5,13,4,8,6,2613,2420,,.365,.304,.541,47.0,52.7,,5.9,.509,13.7,,.252,True,True,13
2008,48,257,South Alabama,33,26,7,.788,7.76,-1.21,16,2,17,1,7,4,2478,2158,,.463,.342,.573,54.6,60.6,,5.4,.536,17.4,,.326,True,False,10
2008,49,263,Southern California,33,21,12,.636,13.89,8.59,11,7,10,5,7,4,2277,2102,,.387,.278,.563,50.0,49.9,,7.5,.533,19.2,,.265,True,False,8
2008,50,272,Stanford,36,28,8,.778,16.31,6.95,13,5,16,1,7,5,2553,2216,,.396,.271,.535,55.5,58.3,,9.3,.498,15.6,,.275,True,False,3
2008,51,277,Temple,34,21,13,.618,8.16,4.57,11,5,10,3,7,5,2457,2335,,.353,.394,.575,49.2,59.5,,7.7,.541,16.8,,.261,True,True,12
2008,52,281,Tennessee,36,31,5,.861,18.41,7.84,14,2,16,0,9,2,2946,2519,,.379,.388,.553,50.4,61.5,,5.8,.527,15.1,,.250,True,False,2
2008,53,292,Texas,38,31,7,.816,18.13,8.59,13,3,17,1,7,3,2868,2467,,.317,.350,.545,51.8,48.5,,8.9,.519,12.0,,.217,True,False,2
2008,54,283,Texas A&M,36,25,11,.694,16.20,7.46,8,8,16,4,4,5,2548,2216,,.422,.302,.546,55.0,53.5,,7.0,.522,16.4,,.267,True,False,9
2008,55,284,Texas-Arlington,33,21,12,.636,-2.87,-4.62,7,9,14,3,4,8,2422,2274,,.407,.317,.558,52.1,53.8,,4.5,.532,20.6,,.266,True,True,16
2008,56,298,UCLA,39,35,4,.897,21.71,7.71,16,2,16,2,9,1,2867,2300,,.376,.283,.562,56.3,54.6,,8.0,.525,16.1,,.275,True,True,6
2008,57,302,Vanderbilt,34,26,8,.765,10.96,5.54,10,6,19,0,4,6,2721,2537,,.383,.381,.577,49.5,65.3,,5.7,.541,17.3,,.282,True,False,4
2008,58,304,Villanova,35,22,13,.629,11.00,7.69,9,9,13,3,4,7,2547,2431,,.389,.349,.534,51.9,53.7,,5.4,.491,17.4,,.283,True,False,12
2008,59,311,Washington State,35,26,9,.743,16.35,6.35,11,7,9,4,10,3,2325,1975,,.385,.339,.573,50.2,59.1,,5.9,.537,15.0,,.280,True,False,4
2008,60,314,West Virginia,37,26,11,.703,17.97,7.16,11,7,13,2,4,5,2769,2352,,.361,.343,.545,51.6,58.1,,9.7,.514,14.0,,.249,True,False,7
2008,61,317,Western Kentucky,36,29,7,.806,9.34,0.24,16,2,13,1,10,3,2785,2403,,.358,.326,.565,52.0,46.1,,7.3,.536,17.3,,.251,True,True,12
2008,62,321,Winthrop,34,22,12,.647,3.61,-1.45,10,4,12,3,6,6,2205,1990,,.371,.323,.517,52.2,54.7,,7.2,.498,17.1,,.219,True,True,13
2008,63,322,Wisconsin,36,31,5,.861,19.59,6.73,16,2,16,2,10,2,2421,1958,,.399,.318,.544,54.3,54.1,,6.4,.506,16.4,,.282,True,True,3
2008,64,326,Xavier,37,30,7,.811,17.17,5.47,14,2,16,1,7,4,2780,2347,,.424,.365,.586,53.9,60.3,,6.1,.546,16.8,,.317,True,False,3
2009,0,2,Akron,36,23,13,.639,3.37,-2.01,10,6,11,3,8,8,2403,2171,,.358,.394,.522,49.2,54.2,,5.0,.483,17.5,,.253,True,True,13
2009,1,5,Alabama State,32,22,10,.688,-6.13,-11.20,16,2,10,1,8,7,2202,2025,,.350,.314,.539,50.3,54.5,,9.0,.517,17.5,,.222,True,True,16
2009,2,9,American,32,24,8,.750,-0.05,-5.49,13,1,13,1,11,6,2065,1891,,.318,.381,.556,51.9,56.1,,5.5,.537,18.5,,.206,True,True,14
2009,3,12,Arizona,35,21,14,.600,11.88,8.80,9,9,14,3,2,9,2529,2421,,.375,.290,.567,51.7,55.7,,6.0,.530,16.5,,.276,True,False,12
2009,4,11,Arizona State,35,25,10,.714,16.70,7.82,11,7,12,3,6,4,2428,2117,,.387,.453,.597,51.0,65.9,,4.5,.564,16.5,,.285,True,False,6
2009,5,24,Binghamton,32,23,9,.719,-3.27,-5.62,13,3,12,2,9,6,2239,2156,,.416,.326,.530,48.5,49.2,,8.5,.495,16.9,,.278,True,True,15
2009,6,26,Boston College,34,22,12,.647,10.36,7.23,9,7,15,4,5,5,2528,2397,,.367,.325,.538,51.9,56.8,,8.1,.497,16.3,,.271,True,False,7
2009,7,30,Brigham Young,33,25,8,.758,15.12,4.15,12,4,14,2,9,3,2544,2150,,.356,.332,.579,52.7,59.1,,7.2,.547,14.6,,.260,True,False,8
2009,8,34,Butler,32,26,6,.813,10.07,2.07,15,3,15,2,11,3,2168,1854,,.430,.454,.559,52.5,59.1,,6.9,.518,17.1,,.311,True,False,9
2009,9,37,Cal State Northridge,31,17,14,.548,2.65,-0.14,11,5,10,2,5,11,2282,2178,,.338,.337,.544,52.4,52.4,,5.6,.514,20.7,,.235,True,True,7
2009,10,51,Chattanooga,35,18,17,.514,-6.25,-3.13,11,9,13,3,5,10,2657,2687,,.467,.410,.543,51.7,54.4,,4.4,.510,18.4,,.307,True,True,16
2009,11,55,Clemson,32,23,9,.719,15.56,6.59,9,7,13,3,7,5,2507,2177,,.315,.347,.553,51.3,52.4,,11.3,.528,16.8,,.217,True,False,7
2009,12,56,Cleveland State,37,26,11,.703,6.97,2.12,12,6,13,2,8,8,2455,2203,,.357,.283,.514,50.4,58.0,,7.0,.476,16.0,,.250,True,True,13
2009,13,63,Connecticut,36,31,5,.861,22.17,8.57,15,3,14,2,9,1,2819,2313,,.464,.230,.549,55.8,56.9,,13.1,.513,15.1,,.315,True,False,1
2009,14,65,Cornell,31,21,10,.677,2.71,-4.01,11,3,14,0,5,8,2281,2007,,.314,.338,.572,52.2,58.7,,7.7,.542,16.6,,.229,True,False,14
2009,15,69,Dayton,35,27,8,.771,7.16,1.76,11,5,18,0,5,5,2339,2150,,.381,.294,.502,53.2,58.4,,7.6,.470,16.9,,.247,True,False,11
2009,16,77,Duke,37,30,7,.811,20.10,9.07,11,5,16,1,6,5,2867,2439,,.414,.350,.548,51.9,50.7,,7.7,.505,14.8,,.301,True,True,2
2009,17,80,East Tennessee State,34,23,11,.676,3.21,-1.87,14,6,11,2,9,6,2657,2383,,.396,.289,.547,50.9,45.4,,7.5,.510,16.4,,.281,True,True,16
2009,18,92,Florida State,35,25,10,.714,11.37,7.91,10,6,13,3,8,5,2392,2271,,.392,.335,.535,50.6,51.6,,11.5,.492,19.7,,.284,True,False,5
2009,19,105,Gonzaga,34,28,6,.824,17.95,3.55,14,0,11,2,9,1,2684,2142,,.351,.324,.580,52.2,52.9,,10.0,.551,14.3,,.252,True,True,4
2009,20,121,Illinois,34,24,10,.706,14.38,6.73,11,7,14,3,5,6,2204,1944,,.225,.288,.534,49.9,69.3,,7.3,.511,16.9,,.160,True,False,5
