,,Rank,School,Games,Wins,Losses,Win-Loss%,SRS,SOS,Conf Wins,Conf Losses,Home Wins,Home Losses,Away Wins,Away Losses,Points For,Points Against,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,NCAA,Conf Champ,Seed
2009,21,134,Kansas,35,27,8,.771,18.02,7.90,14,2,18,0,6,4,2674,2290,,.395,.296,.569,55.1,58.7,,8.7,.532,17.8,,.287,True,False,3
2009,22,148,Louisiana State,35,27,8,.771,11.87,3.27,13,3,19,2,6,3,2617,2316,,.354,.273,.535,53.5,56.5,,11.7,.499,14.8,,.253,True,False,8
2009,23,150,Louisville,37,31,6,.838,20.87,8.41,16,2,16,2,8,1,2748,2287,,.314,.378,.546,51.8,62.4,,11.7,.527,16.8,,.201,True,True,1
2009,24,157,Marquette,35,25,10,.714,15.06,7.87,12,6,16,2,7,4,2739,2432,,.454,.347,.557,52.0,57.5,,5.7,.512,14.2,,.330,True,False,6
2009,25,161,Maryland,35,21,14,.600,11.10,8.99,7,9,14,4,2,6,2512,2419,,.280,.277,.509,48.9,55.3,,8.0,.470,14.8,,.212,True,False,10
2009,26,164,Memphis,37,33,4,.892,20.92,4.63,16,0,19,1,10,1,2779,2176,,.399,.313,.537,54.2,53.7,,11.9,.501,15.2,,.275,True,True,2
2009,27,169,Michigan,35,21,14,.600,11.90,9.74,9,9,14,3,3,8,2341,2213,,.285,.477,.540,47.5,66.7,,5.5,.505,15.6,,.216,True,False,10
2009,28,168,Michigan State,38,31,7,.816,17.71,9.37,15,3,12,2,9,1,2737,2420,,.411,.266,.536,56.8,63.5,,6.0,.498,17.3,,.287,True,False,2
2009,29,172,Minnesota,33,22,11,.667,11.32,7.19,9,9,16,3,4,6,2189,2032,,.345,.324,.531,51.5,59.6,,13.6,.494,18.8,,.247,True,False,10
2009,30,173,Mississippi State,36,23,13,.639,9.10,4.62,9,7,13,5,6,5,2677,2479,,.412,.398,.544,49.4,50.2,,13.2,.504,17.4,,.292,True,True,13
2009,31,178,Missouri,38,31,7,.816,19.56,6.72,12,4,18,0,5,4,3096,2571,,.366,.313,.554,49.6,62.2,,7.2,.527,13.8,,.246,True,True,3
2009,32,182,Morehead State,36,20,16,.556,-3.14,-3.61,12,6,12,1,4,12,2511,2411,,.416,.286,.530,55.9,53.6,,8.1,.485,19.0,,.300,True,True,16
2009,33,183,Morgan State,35,23,12,.657,-2.29,-6.53,13,3,8,2,10,7,2333,2182,,.330,.262,.493,52.4,45.9,,6.5,.463,16.1,,.214,True,True,15
2009,34,202,North Carolina,38,34,4,.895,25.46,8.35,13,3,14,1,8,2,3413,2735,,.392,.272,.573,54.1,56.8,,8.9,.533,13.7,,.295,True,False,1
2009,35,203,North Dakota State,33,26,7,.788,6.18,-2.72,16,2,12,1,10,4,2659,2279,,.374,.299,.583,53.1,51.5,,6.3,.549,14.0,,.276,True,True,14
2009,36,209,Northern Iowa,34,23,11,.676,5.63,2.24,14,4,11,4,8,4,2290,2158,,.424,.371,.563,52.4,54.6,,5.3,.517,16.3,,.320,True,True,12
2009,37,214,Ohio State,33,22,11,.667,12.48,8.23,10,8,15,3,4,7,2206,2046,,.383,.356,.577,48.9,56.6,,11.2,.548,18.7,,.268,True,False,8
2009,38,217,Oklahoma,36,30,6,.833,18.07,6.88,13,3,16,1,7,3,2833,2430,,.465,.345,.581,53.9,53.1,,8.1,.552,17.0,,.314,True,False,2
2009,39,216,Oklahoma State,35,23,12,.657,13.78,7.44,9,7,14,2,4,6,2830,2608,,.394,.413,.579,48.9,47.0,,4.6,.540,15.0,,.295,True,False,8
2009,40,226,Pittsburgh,36,31,5,.861,21.21,8.61,15,3,19,0,7,2,2787,2320,,.328,.294,.555,56.6,60.9,,7.7,.530,14.8,,.222,True,False,1
2009,41,227,Portland State,33,23,10,.697,1.14,-3.16,11,5,13,1,7,7,2417,2262,,.293,.440,.559,50.3,58.4,,5.7,.537,17.3,,.199,True,True,13
2009,42,232,Purdue,37,27,10,.730,16.44,7.17,11,7,18,3,5,5,2555,2212,,.332,.340,.533,49.6,60.4,,9.7,.500,15.1,,.233,True,True,5
2009,43,234,Radford,33,21,12,.636,-4.55,-4.37,15,3,12,5,9,6,2491,2372,,.430,.242,.539,54.2,52.7,,8.5,.504,18.9,,.292,True,True,16
2009,44,239,Robert Morris,35,24,11,.686,-0.70,-5.23,15,3,14,3,9,7,2467,2288,,.367,.308,.565,50.8,60.9,,7.5,.534,19.5,,.259,True,True,15
2009,45,257,Siena,35,27,8,.771,8.05,0.99,16,2,17,0,9,4,2709,2462,,.357,.259,.537,49.7,53.0,,8.3,.510,15.5,,.237,True,True,6
2009,46,265,Southern California,35,22,13,.629,14.09,9.15,9,9,15,2,2,8,2397,2224,,.422,.215,.542,53.9,50.2,,9.7,.508,18.0,,.284,True,True,9
2009,47,275,Stephen F. Austin,32,24,8,.750,1.10,-3.21,13,3,13,0,6,7,2099,1795,,.300,.313,.512,50.5,53.6,,6.6,.487,15.8,,.195,True,True,14
2009,48,278,Syracuse,38,28,10,.737,17.24,9.48,11,7,16,3,5,5,3046,2725,,.388,.326,.565,51.7,61.9,,8.8,.544,17.8,,.250,True,False,3
2009,49,279,Temple,34,22,12,.647,9.05,3.90,11,5,9,2,9,8,2333,2158,,.287,.368,.538,52.2,62.3,,8.3,.511,16.4,,.201,True,True,11
2009,50,283,Tennessee,34,21,13,.618,13.60,7.71,10,6,10,5,6,5,2665,2465,,.367,.346,.539,53.0,57.9,,7.3,.509,15.5,,.248,True,False,9
2009,51,294,Texas,35,23,12,.657,14.83,8.09,9,7,13,2,4,6,2532,2296,,.386,.274,.519,53.4,48.9,,10.6,.485,15.3,,.258,True,False,7
2009,52,285,Texas A&M,34,24,10,.706,10.52,6.13,9,7,16,2,5,5,2440,2281,,.468,.306,.545,53.6,51.9,,7.8,.504,16.2,,.324,True,False,9
2009,53,300,UCLA,35,26,9,.743,18.64,7.19,13,5,16,2,6,4,2642,2241,,.312,.332,.583,52.6,55.9,,6.8,.557,16.3,,.226,True,False,15
2009,54,42,University of California,33,22,11,.667,13.30,7.21,11,7,16,2,6,6,2472,2271,,.343,.266,.575,51.6,57.1,,3.9,.540,15.7,,.259,True,False,10
2009,55,302,Utah,34,24,10,.706,12.59,5.72,12,4,13,2,6,7,2421,2195,,.401,.379,.589,53.7,55.9,,9.8,.544,18.6,,.313,True,True,5
2009,56,301,Utah State,35,30,5,.857,9.33,0.07,14,2,17,0,11,3,2534,2169,,.383,.311,.591,55.4,63.0,,5.3,.557,15.5,,.284,True,True,11
2009,57,306,Villanova,38,30,8,.789,17.45,8.72,13,5,16,2,8,3,2919,2560,,.419,.320,.555,53.5,55.7,,7.0,.508,16.1,,.316,True,False,11
2009,58,307,Virginia Commonwealth,34,24,10,.706,7.70,-0.65,14,4,16,1,7,6,2440,2156,,.367,.320,.553,49.5,54.2,,9.4,.520,16.3,,.259,True,True,3
2009,59,312,Wake Forest,31,24,7,.774,15.63,7.36,11,5,14,1,7,4,2510,2193,,.435,.213,.563,53.9,44.7,,10.2,.524,18.1,,.309,True,False,4
2009,60,314,Washington,35,26,9,.743,16.78,8.19,14,4,18,1,6,4,2750,2431,,.435,.203,.534,55.5,46.9,,5.0,.492,16.7,,.304,True,False,4
2009,61,316,West Virginia,35,23,12,.657,18.57,8.34,10,8,11,3,7,5,2521,2163,,.359,.340,.521,54.1,59.8,,9.6,.485,14.8,,.251,True,False,6
2009,62,319,Western Kentucky,34,25,9,.735,3.68,-1.23,15,3,13,0,7,7,2454,2278,,.335,.370,.549,53.4,52.1,,6.6,.520,16.8,,.231,True,True,12
2009,63,324,Wisconsin,33,20,13,.606,12.43,8.43,10,8,13,3,4,7,2106,1948,,.346,.351,.536,52.0,53.5,,6.0,.499,14.4,,.251,True,False,12
2009,64,328,Xavier,35,27,8,.771,14.45,4.65,12,4,14,1,7,4,2508,2165,,.461,.329,.557,55.9,54.8,,10.0,.524,18.5,,.311,True,False,4
2010,0,14,Arkansas-Pine Bluff,34,18,16,.529,-8.29,-7.68,14,4,8,1,5,14,2166,2187,93.1,.484,.262,.495,54.2,58.1,9.8,10.2,.447,20.6,35.6,.323,True,True,7
2010,1,21,Baylor,36,28,8,.778,17.97,8.03,11,5,15,1,6,4,2771,2362,113.8,.358,.325,.580,54.4,51.2,9.7,17.4,.549,17.1,38.5,.260,True,False,16
2010,2,30,Brigham Young,36,30,6,.833,18.82,3.00,13,3,15,1,10,4,2992,2392,116.1,.388,.330,.596,53.0,55.3,11.9,9.1,.552,14.2,31.2,.307,True,False,3
2010,3,34,Butler,38,33,5,.868,14.37,5.08,18,0,15,0,12,1,2611,2258,106.8,.469,.398,.559,52.1,54.9,10.9,6.5,.510,16.3,30.4,.346,True,True,8
2010,4,55,Clemson,32,21,11,.656,15.71,7.90,9,7,14,2,5,6,2350,2065,104.8,.348,.336,.537,51.4,53.2,13.4,11.9,.511,18.0,36.5,.230,True,False,7
2010,5,65,Cornell,34,29,5,.853,8.76,-0.91,13,1,11,1,13,3,2596,2192,117.1,.284,.401,.604,52.4,59.5,11.0,10.2,.568,16.1,33.0,.207,True,False,12
2010,6,77,Duke,40,35,5,.875,25.21,9.21,13,3,17,0,5,5,3079,2441,115.7,.379,.329,.549,54.4,52.9,10.0,9.8,.505,13.3,40.3,.287,True,True,1
2010,7,80,East Tennessee State,35,20,15,.571,-0.83,-1.47,13,7,9,5,9,9,2424,2362,99.5,.412,.291,.512,50.5,44.7,12.0,9.9,.477,18.0,35.0,.271,True,True,16
2010,8,93,Florida,34,21,13,.618,11.89,7.16,9,7,13,4,5,5,2455,2258,107.4,.334,.323,.528,52.0,53.8,10.6,7.2,.494,15.4,37.0,.235,True,False,10
2010,9,92,Florida State,32,22,10,.688,14.64,6.79,10,6,13,3,6,5,2183,1932,100.6,.386,.321,.532,53.7,57.0,12.3,17.7,.505,20.5,38.1,.249,True,False,9
2010,10,100,Georgetown,34,23,11,.676,17.03,9.56,10,8,12,4,6,5,2500,2246,110.4,.370,.302,.586,51.8,57.9,10.5,12.9,.557,18.1,33.1,.263,True,False,3
2010,11,103,Georgia Tech,36,23,13,.639,14.11,9.02,7,9,14,2,3,8,2621,2365,103.1,.377,.284,.538,53.2,53.6,11.3,13.9,.511,19.1,37.4,.248,True,False,10
2010,12,105,Gonzaga,34,27,7,.794,12.11,3.83,12,2,14,1,6,3,2614,2291,109.6,.494,.278,.570,53.1,50.0,9.5,10.5,.540,16.2,32.1,.328,True,False,8
2010,13,115,Houston,35,19,16,.543,6.74,3.48,7,9,10,5,4,9,2751,2624,109.3,.337,.357,.520,44.5,45.4,13.1,7.2,.483,10.6,30.3,.239,True,True,13
2010,14,134,Kansas,36,33,3,.917,24.68,8.25,15,1,18,0,9,2,2937,2312,116.8,.413,.307,.582,54.6,59.0,12.0,16.0,.551,15.7,38.4,.288,True,True,1
2010,15,133,Kansas State,37,29,8,.784,19.88,10.28,11,5,13,3,7,2,2949,2584,110.5,.503,.322,.545,52.9,55.1,10.3,13.2,.508,16.4,40.4,.336,True,False,2
2010,16,137,Kentucky,38,35,3,.921,21.13,6.82,14,2,18,0,7,2,3012,2468,112.1,.436,.313,.560,55.4,53.8,10.4,17.8,.530,16.7,40.5,.291,True,True,1
2010,17,141,Lehigh,33,22,11,.667,-3.33,-7.79,10,4,15,2,7,8,2478,2331,106.5,.431,.297,.555,50.9,58.8,8.7,6.7,.514,16.1,29.8,.310,True,True,16
2010,18,151,Louisville,33,20,13,.606,14.08,7.99,11,7,15,4,4,7,2505,2304,110.6,.357,.396,.546,51.3,58.3,11.4,10.9,.514,16.5,39.8,.251,True,False,9
2010,19,158,Marquette,34,22,12,.647,15.17,8.23,11,7,13,4,6,5,2485,2198,111.9,.349,.351,.564,49.0,59.9,12.1,5.5,.528,13.8,31.2,.259,True,False,6
2010,20,162,Maryland,33,24,9,.727,17.75,7.95,13,3,15,1,7,3,2629,2254,112.2,.336,.249,.552,50.4,56.4,10.9,11.0,.518,13.9,35.6,.245,True,False,4
2010,21,169,Michigan State,37,28,9,.757,15.33,8.17,14,4,15,2,8,4,2658,2361,108.7,.369,.263,.547,56.3,62.2,9.9,9.5,.516,17.5,39.8,.253,True,False,5
2010,22,173,Minnesota,35,21,14,.600,15.64,7.32,9,9,14,3,4,7,2533,2242,109.0,.339,.317,.560,51.2,63.9,11.7,16.4,.531,15.9,32.9,.238,True,False,11
2010,23,179,Missouri,34,23,11,.676,17.39,6.36,10,6,16,2,4,6,2627,2252,108.0,.339,.333,.538,48.0,56.4,15.3,12.3,.501,15.0,34.7,.246,True,False,10
2010,24,182,Montana,32,22,10,.688,3.93,-2.35,10,6,14,2,7,7,2228,1960,109.8,.369,.322,.579,52.2,50.1,10.2,9.2,.548,16.9,30.6,.267,True,True,14
2010,25,184,Morgan State,37,27,10,.730,-1.18,-6.15,15,1,11,1,12,7,2813,2606,107.2,.439,.276,.520,52.4,48.0,9.3,9.6,.475,15.6,39.7,.307,True,True,15
2010,26,186,Murray State,36,31,5,.861,8.69,-3.89,17,1,15,0,11,4,2753,2175,112.4,.419,.305,.586,54.7,56.9,14.2,14.2,.556,18.3,39.7,.291,True,True,15
2010,27,189,Nevada-Las Vegas,34,25,9,.735,12.57,4.82,11,5,15,4,9,3,2485,2168,107.7,.327,.356,.552,49.5,61.3,11.5,10.2,.520,14.9,29.3,.234,True,False,13
2010,28,193,New Mexico,35,30,5,.857,12.49,3.84,14,2,17,1,10,2,2655,2352,111.3,.449,.365,.541,53.6,56.0,9.7,10.4,.506,13.6,35.4,.301,True,False,3
2010,29,192,New Mexico State,34,22,12,.647,2.06,1.66,11,5,12,3,7,8,2662,2639,108.6,.384,.388,.564,48.6,52.7,8.3,8.0,.532,15.6,29.9,.269,True,True,12
2010,30,207,North Texas,33,24,9,.727,-2.49,-4.72,13,5,12,2,9,6,2437,2303,105.7,.527,.308,.558,52.7,49.4,6.2,6.6,.508,18.2,33.3,.379,True,True,15
2010,31,212,Northern Iowa,35,30,5,.857,12.03,4.27,15,3,14,0,9,3,2216,1929,106.6,.370,.379,.541,52.0,49.1,9.5,6.4,.496,15.4,30.7,.281,True,True,9
2010,32,215,Notre Dame,35,23,12,.657,13.14,6.22,10,8,17,3,3,6,2635,2393,116.4,.381,.345,.571,52.6,63.7,8.6,7.8,.537,13.6,34.7,.275,True,False,6
2010,33,216,Oakland,35,26,9,.743,-0.64,-2.96,17,1,13,1,10,7,2676,2504,108.4,.427,.312,.542,53.4,50.1,9.6,11.2,.498,16.4,37.6,.307,True,True,14
2010,34,218,Ohio,37,22,15,.595,4.56,-0.03,7,9,13,4,5,9,2763,2569,105.7,.410,.353,.537,49.5,56.6,10.6,6.7,.494,15.5,32.4,.295,True,True,14
2010,35,217,Ohio State,37,29,8,.784,19.49,7.37,14,4,17,1,6,5,2740,2274,113.0,.358,.354,.586,51.2,55.4,10.8,12.2,.561,15.0,28.9,.249,True,True,2
2010,36,219,Oklahoma State,33,22,11,.667,12.34,6.97,9,7,15,1,3,7,2437,2243,107.2,.365,.421,.558,51.0,49.2,9.4,7.0,.524,16.1,29.1,.261,True,False,7
2010,37,221,Old Dominion,36,27,9,.750,11.39,1.78,15,3,15,0,9,6,2415,2069,106.2,.303,.254,.512,55.8,60.1,12.4,8.6,.488,16.2,42.4,.197,True,True,11
2010,38,229,Pittsburgh,34,25,9,.735,14.30,7.39,13,5,17,1,5,4,2336,2101,107.5,.428,.290,.536,53.6,66.3,8.1,10.4,.497,16.2,37.0,.297,True,False,3
2010,39,235,Purdue,35,29,6,.829,17.52,8.81,14,4,15,3,8,2,2467,2144,105.3,.386,.300,.533,48.9,56.9,10.6,12.2,.491,14.1,29.4,.279,True,False,4
2010,40,240,Richmond,35,26,9,.743,10.03,3.43,13,3,14,1,7,6,2427,2196,104.5,.324,.362,.541,46.2,50.9,12.4,11.9,.511,14.6,26.0,.227,True,False,7
2010,41,242,Robert Morris,35,23,12,.657,-3.71,-6.15,15,3,12,3,10,7,2399,2306,101.0,.460,.292,.527,51.1,53.1,11.2,7.2,.489,18.6,34.6,.306,True,True,15
2010,42,249,Saint Mary's (CA),34,28,6,.824,13.38,2.20,11,3,14,2,9,2,2668,2258,116.7,.334,.358,.590,53.2,57.5,7.3,11.4,.557,14.8,34.4,.254,True,True,10
2010,43,251,Sam Houston State,33,25,8,.758,3.71,-3.37,14,2,13,1,7,6,2616,2284,111.5,.370,.395,.567,53.0,74.0,11.0,7.0,.536,16.1,34.9,.260,True,True,14
2010,44,253,San Diego State,34,25,9,.735,11.34,4.21,11,5,14,1,9,7,2389,2101,108.8,.401,.306,.543,54.8,52.3,11.4,13.0,.522,17.1,40.2,.249,True,True,11
2010,45,260,Siena,34,27,7,.794,8.48,-1.17,17,1,17,0,9,5,2554,2226,106.6,.387,.243,.527,52.9,52.3,12.4,8.5,.493,14.7,35.5,.261,True,True,13
2010,46,281,Syracuse,35,30,5,.857,21.72,7.21,15,3,17,2,8,1,2832,2324,114.0,.369,.309,.596,53.0,64.6,13.5,17.2,.576,18.3,37.1,.249,True,False,1
2010,47,282,Temple,35,29,6,.829,12.44,4.27,14,2,14,2,12,3,2273,1987,104.2,.274,.312,.518,52.8,60.5,7.5,8.1,.491,14.0,32.1,.189,True,True,5
2010,48,286,Tennessee,37,28,9,.757,16.05,7.75,11,5,15,1,5,5,2720,2413,105.1,.356,.313,.535,50.8,53.5,11.2,10.8,.506,16.2,33.5,.239,True,False,6
2010,49,297,Texas,34,24,10,.706,18.56,7.38,9,7,15,2,5,6,2761,2381,109.2,.407,.262,.536,53.8,48.7,10.6,13.0,.511,15.3,38.9,.258,True,False,8
2010,50,288,Texas A&M,34,24,10,.706,15.24,9.80,11,5,15,1,5,5,2426,2192,106.2,.483,.339,.534,51.9,51.3,9.8,9.1,.497,15.5,33.3,.320,True,False,8
2010,51,291,Texas-El Paso,33,26,7,.788,12.66,1.96,15,1,15,2,8,2,2484,2131,106.6,.396,.312,.556,50.5,54.8,12.4,10.2,.528,16.3,28.9,.267,True,False,5
2010,52,41,UC-Santa Barbara,30,20,10,.667,-0.13,-1.09,12,4,11,2,6,7,2028,1972,99.4,.459,.357,.547,48.4,61.4,9.9,9.5,.510,19.9,27.4,.312,True,True,5
2010,53,42,University of California,35,24,11,.686,17.29,8.26,13,5,15,1,6,6,2703,2387,113.4,.354,.300,.571,52.5,51.8,8.3,6.3,.533,15.1,34.7,.268,True,False,12
2010,54,304,Utah State,35,27,8,.771,13.62,1.23,14,2,17,1,8,5,2559,2097,116.5,.298,.303,.581,54.6,62.1,7.4,9.8,.551,14.0,33.8,.226,True,False,12
2010,55,308,Vanderbilt,33,24,9,.727,15.24,7.86,12,4,14,2,7,3,2537,2274,109.6,.467,.302,.568,50.3,50.8,8.1,12.5,.525,16.7,33.1,.337,True,False,4
2010,56,309,Vermont,35,25,10,.714,-1.26,-6.69,12,4,10,2,12,6,2457,2267,103.6,.494,.278,.528,51.9,51.2,10.1,10.2,.482,17.3,36.3,.339,True,True,16
2010,57,310,Villanova,33,25,8,.758,16.72,7.75,13,5,12,2,6,4,2700,2404,112.9,.439,.345,.569,53.2,49.8,10.8,11.7,.522,16.0,37.7,.331,True,False,2
2010,58,316,Wake Forest,31,20,11,.645,11.45,8.85,9,7,13,2,5,7,2257,2155,100.9,.408,.233,.506,53.0,45.5,9.9,12.7,.470,17.4,38.8,.268,True,False,9
2010,59,318,Washington,36,26,10,.722,15.64,7.49,11,7,17,2,4,6,2851,2519,108.5,.409,.257,.540,52.5,51.3,10.0,10.2,.497,14.8,36.9,.295,True,True,11
2010,60,320,West Virginia,38,31,7,.816,19.16,10.26,13,5,12,2,7,4,2752,2414,111.4,.396,.348,.529,54.5,62.5,8.6,11.4,.489,14.8,42.0,.279,True,True,2
2010,61,327,Winthrop,33,19,14,.576,-8.68,-7.31,12,6,12,2,6,11,2042,2025,92.0,.360,.259,.451,51.0,47.1,12.8,11.8,.412,15.1,34.1,.232,True,True,16
2010,62,328,Wisconsin,33,24,9,.727,17.84,7.66,13,5,16,1,5,5,2214,1878,111.3,.325,.394,.548,51.3,53.1,9.4,9.5,.514,12.5,30.2,.238,True,False,4
2010,63,329,Wofford,35,26,9,.743,4.43,-2.57,15,3,11,1,10,6,2408,2134,105.4,.443,.310,.531,52.2,56.8,10.6,5.8,.495,15.5,33.6,.296,True,True,13
2010,64,332,Xavier,35,26,9,.743,16.23,5.94,14,2,15,0,7,5,2793,2433,111.0,.419,.319,.559,53.5,51.4,9.3,8.9,.522,15.3,35.2,.298,True,False,6
2011,0,2,Akron,36,23,13,.639,2.15,-1.02,9,7,14,2,5,9,2524,2365,102.9,.313,.379,.530,47.9,58.3,9.8,9.2,.499,15.4,28.3,.220,True,True,15
2011,1,5,Alabama State,35,17,18,.486,-13.37,-10.31,11,7,10,3,4,14,2146,2234,91.5,.473,.317,.476,50.7,55.5,10.9,13.1,.440,19.6,35.7,.285,True,True,16
2011,2,4,Alabama-Birmingham,31,22,9,.710,8.55,2.78,12,4,13,2,8,5,2119,1940,105.7,.297,.405,.538,51.7,55.6,8.2,8.2,.508,16.4,33.4,.213,True,False,7
2011,3,12,Arizona,38,30,8,.789,16.54,7.99,14,4,17,0,7,4,2905,2580,112.8,.436,.361,.583,53.1,55.3,7.7,6.5,.541,16.3,34.0,.325,True,False,5
2011,4,22,Belmont,35,30,5,.857,13.07,-4.42,19,1,12,0,12,4,2790,2178,114.3,.382,.422,.577,52.5,60.9,13.9,9.7,.542,16.6,37.4,.281,True,True,3
2011,5,27,Boston University,35,21,14,.600,-2.48,-3.85,12,4,12,2,4,10,2270,2222,103.0,.373,.401,.517,50.2,46.1,8.6,10.5,.473,16.0,34.0,.272,True,True,13
2011,6,30,Brigham Young,37,32,5,.865,18.65,5.76,14,2,13,1,10,1,3012,2512,113.4,.382,.382,.562,51.9,52.8,11.2,9.9,.518,13.1,31.2,.292,True,False,16
2011,7,33,Bucknell,34,25,9,.735,2.39,-3.87,13,1,14,1,10,6,2387,2174,105.9,.341,.315,.554,49.7,59.4,7.1,8.9,.509,15.0,25.2,.269,True,True,16
2011,8,35,Butler,38,28,10,.737,11.53,5.02,13,5,12,2,7,6,2707,2437,109.0,.377,.387,.541,52.3,49.2,9.1,4.7,.501,14.3,33.2,.273,True,True,14
2011,9,56,Cincinnati,35,26,9,.743,15.41,6.10,11,7,15,3,7,4,2412,2086,107.9,.383,.336,.526,53.2,58.6,11.5,10.2,.494,14.9,38.1,.256,True,False,8
2011,10,58,Clemson,34,22,12,.647,13.76,6.58,9,7,15,2,3,7,2330,2086,104.5,.385,.345,.539,51.2,54.9,12.2,13.2,.503,17.2,34.2,.270,True,False,6
2011,11,66,Connecticut,41,32,9,.780,17.95,10.44,9,9,13,4,5,5,2967,2659,109.2,.338,.293,.526,52.9,50.7,9.5,13.6,.482,14.2,38.7,.258,True,True,12
2011,12,80,Duke,37,32,5,.865,24.51,8.32,13,3,17,0,6,4,2993,2394,115.2,.374,.353,.576,51.9,50.9,10.4,9.7,.537,14.7,35.1,.282,True,True,3
2011,13,97,Florida,37,29,8,.784,16.27,7.57,13,3,14,3,8,2,2667,2345,110.3,.357,.317,.547,54.0,53.8,9.1,9.5,.521,15.6,37.2,.239,True,False,1
2011,14,96,Florida State,34,23,11,.676,13.48,6.45,11,5,12,3,8,5,2348,2109,99.3,.381,.333,.522,53.3,51.1,12.2,17.5,.490,19.4,35.6,.253,True,False,2
2011,15,102,George Mason,34,27,7,.794,11.66,1.37,16,2,14,0,10,3,2474,2124,111.9,.386,.308,.562,51.5,55.1,10.1,8.9,.532,14.6,32.9,.266,True,False,10
2011,16,104,Georgetown,32,21,11,.656,14.61,10.39,10,8,10,4,7,5,2258,2123,108.5,.334,.371,.572,52.0,59.5,9.3,11.2,.541,18.0,33.7,.245,True,False,8
2011,17,108,Georgia,33,21,12,.636,10.43,6.13,9,7,12,4,7,4,2267,2125,104.0,.366,.250,.530,53.4,60.1,9.7,12.8,.495,17.2,36.8,.255,True,False,6
2011,18,109,Gonzaga,35,25,10,.714,13.86,4.01,11,3,14,2,6,4,2684,2307,111.3,.416,.281,.576,54.8,58.2,10.5,10.5,.531,16.9,35.4,.317,True,True,10
2011,19,112,Hampton,33,24,9,.727,-5.20,-8.77,11,5,8,3,8,5,2197,2070,97.5,.412,.357,.499,47.0,51.9,10.7,14.2,.463,15.8,29.7,.267,True,True,11
2011,20,126,Illinois,34,20,14,.588,16.72,11.11,9,9,14,2,3,7,2413,2222,106.8,.282,.314,.557,51.2,63.5,8.3,12.1,.529,16.7,31.7,.206,True,False,16
2011,21,127,Indiana State,34,20,14,.588,3.41,2.90,12,6,10,3,6,8,2253,2192,100.8,.377,.362,.533,50.8,56.0,9.5,12.4,.494,18.4,30.9,.268,True,True,9
2011,22,139,Kansas,38,35,3,.921,24.10,7.62,14,2,16,1,9,1,3084,2458,116.0,.393,.324,.593,55.7,60.5,11.1,10.7,.570,16.3,36.7,.267,True,True,14
2011,23,138,Kansas State,34,23,11,.676,14.59,8.41,10,6,16,1,5,5,2477,2249,105.9,.427,.325,.531,54.7,55.8,8.9,12.1,.499,17.6,40.9,.280,True,False,1
2011,24,142,Kentucky,38,29,9,.763,20.30,8.91,10,6,15,0,3,7,2845,2412,112.8,.361,.324,.556,52.5,48.1,8.4,15.5,.523,13.7,34.3,.257,True,True,5
2011,25,13,Little Rock,36,19,17,.528,-4.32,-2.97,7,9,10,5,3,10,2457,2426,103.3,.423,.317,.528,48.9,52.5,8.9,7.4,.488,15.5,29.9,.292,True,True,4
2011,26,150,Long Island University,33,27,6,.818,2.23,-5.77,16,2,14,2,13,3,2730,2466,108.9,.497,.316,.550,52.8,54.2,9.8,7.6,.519,16.9,37.4,.321,True,True,15
2011,27,156,Louisville,35,25,10,.714,18.60,8.20,12,6,19,2,4,6,2623,2259,108.6,.299,.407,.548,50.1,64.1,13.5,13.5,.526,16.1,34.8,.198,True,False,4
2011,28,163,Marquette,37,22,15,.595,14.89,8.51,9,9,14,4,4,7,2782,2546,110.2,.443,.261,.549,51.7,59.0,10.5,9.5,.510,15.2,36.1,.308,True,False,11
2011,29,170,Memphis,35,25,10,.714,6.91,3.14,10,6,17,2,3,6,2524,2392,103.2,.396,.324,.538,50.6,57.5,12.1,13.4,.504,18.6,35.3,.269,True,True,12
2011,30,175,Michigan,35,21,14,.600,14.21,10.68,9,9,14,5,5,5,2328,2187,106.3,.266,.426,.547,48.6,56.7,7.7,6.0,.523,14.2,25.5,.186,True,False,8
2011,31,174,Michigan State,34,19,15,.559,13.70,11.67,9,9,12,3,3,8,2338,2263,103.1,.365,.327,.526,52.9,62.3,9.7,13.1,.489,17.0,34.5,.256,True,False,10
2011,32,184,Missouri,34,23,11,.676,14.77,6.50,8,8,17,1,2,7,2748,2435,110.3,.339,.312,.552,48.6,56.8,13.2,12.5,.515,14.8,33.9,.250,True,False,11
2011,33,188,Morehead State,35,25,10,.714,2.81,-3.13,13,5,14,1,8,8,2412,2162,106.2,.401,.321,.541,56.9,49.8,13.2,10.2,.509,19.1,41.6,.270,True,True,16
2011,34,194,Nevada-Las Vegas,33,24,9,.727,14.67,6.00,11,5,11,4,8,3,2363,2077,106.0,.391,.304,.543,51.0,60.5,12.0,10.7,.509,16.0,33.1,.270,True,False,13
2011,35,209,North Carolina,37,29,8,.784,18.87,10.15,14,2,15,0,7,3,2868,2545,106.5,.379,.250,.524,54.0,54.9,8.6,13.3,.492,15.3,37.1,.255,True,False,7
2011,36,203,North Carolina-Asheville,34,20,14,.588,-0.69,-2.89,11,7,10,5,8,8,2506,2333,102.9,.415,.264,.537,49.3,55.8,12.7,11.9,.495,17.8,33.2,.295,True,True,2
