"","School","G","W","L","W-L%","SRS","SOS","Tm.","Opp.","Pace","ORtg","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%","eFG%","TOV%","ORB%","FT/FGA","year","NCAABirth","END"
"808","Georgia ","32","22","10",".688","14.68","9.24","2444","2271","","",".357",".302",".537","51.5","56.8","","5.8",".496","16.7","",".263",2002,"NCAA","Georgia "
"809","Gonzaga ","33","29","4",".879","13.90","0.74","2677","2197","","",".443",".314",".573","56.0","57.6","","5.6",".531","16.4","",".324",2002,"NCAA","Gonzaga "
"812","Hampton ","33","26","7",".788","-0.40","-8.90","2623","2344","","",".415",".317",".565","52.0","50.4","","5.8",".537","17.4","",".278",2002,"NCAA","Hampton "
"815","Hawaii ","33","27","6",".818","9.81","1.15","2367","2081","","",".394",".349",".548","49.0","66.7","","6.3",".516","15.9","",".270",2002,"NCAA","Hawaii "
"818","Holy Cross ","33","18","15",".545","-1.62","-5.10","2083","1968","","",".462",".257",".499","54.3","63.1","","6.3",".449","18.4","",".320",2002,"NCAA","Holy Cross "
"823","Illinois-Chicago ","34","20","14",".588","1.45","1.42","2503","2400","","",".411",".317",".536","49.0","53.6","","2.6",".506","15.7","",".270",2002,"NCAA","Illinois-Chicago "
"825","Illinois ","35","26","9",".743","19.20","9.94","2708","2369","","",".446",".358",".578","53.1","65.0","","7.2",".536","17.9","",".330",2002,"NCAA","Illinois "
"829","Indiana ","37","25","12",".676","19.19","12.08","2607","2316","","",".365",".331",".558","51.2","59.6","","9.3",".528","17.9","",".254",2002,"NCAA","Indiana "
"839","Kansas ","37","33","4",".892","24.38","9.35","3365","2765","","",".349",".216",".580","55.5","60.9","","8.5",".551","17.2","",".251",2002,"NCAA","Kansas "
"840","Kent State ","36","30","6",".833","13.67","2.10","2732","2305","","",".350",".292",".557","53.7","49.0","","3.7",".522","13.8","",".255",2002,"NCAA","Kent State "
"841","Kentucky ","32","22","10",".688","19.15","11.99","2460","2183","","",".316",".342",".529","53.7","52.0","","8.1",".502","16.5","",".213",2002,"NCAA","Kentucky "
"862","Marquette ","33","26","7",".788","17.16","4.77","2413","2004","","",".391",".248",".553","53.4","53.0","","6.4",".520","17.2","",".271",2002,"NCAA","Marquette "
"866","Maryland ","36","32","4",".889","23.50","9.38","3060","2552","","",".415",".258",".569","52.4","65.9","","9.4",".530","15.5","",".301",2002,"NCAA","Maryland "
"868","McNeese State ","30","21","9",".700","-0.59","-5.80","2102","1909","","",".404",".276",".523","52.9","52.1","","9.3",".491","19.3","",".264",2002,"NCAA","McNeese State "
"873","Miami (FL) ","32","24","8",".750","12.99","5.52","2395","2156","","",".356",".360",".538","48.8","64.2","","10.1",".492","17.1","",".275",2002,"NCAA","Miami (FL) "
"875","Michigan State ","31","19","12",".613","14.90","9.60","2150","1978","","",".346",".277",".558","55.9","57.3","","5.4",".516","19.3","",".267",2002,"NCAA","Michigan State "
"880","Mississippi State ","35","27","8",".771","14.42","7.33","2582","2334","","",".393",".280",".554","54.5","60.0","","5.9",".529","20.0","",".256",2002,"NCAA","Mississippi State "
"882","Mississippi ","31","20","11",".645","13.61","6.85","2232","1993","","",".425",".382",".574","51.9","57.3","","3.5",".533","19.7","",".313",2002,"NCAA","Mississippi "
"885","Missouri ","36","24","12",".667","14.22","6.81","2877","2610","","",".315",".370",".555","53.0","52.3","","7.2",".530","16.5","",".217",2002,"NCAA","Missouri "
"888","Montana ","31","16","15",".516","-4.20","-1.71","2218","2263","","",".432",".357",".551","48.6","59.5","","6.8",".519","18.7","",".290",2002,"NCAA","Montana "
"895","Murray State ","32","19","13",".594","0.65","-1.94","2514","2349","","",".279",".312",".530","53.9","49.4","","8.6",".500","16.1","",".202",2002,"NCAA","Murray State "
"910","North Carolina State ","34","23","11",".676","15.85","8.17","2565","2304","","",".389",".405",".567","49.8","63.4","","4.0",".525","16.6","",".294",2002,"NCAA","North Carolina State "
"911","North Carolina-Wilmington ","33","23","10",".697","6.15","-0.09","2240","2034","","",".363",".328",".530","49.6","57.8","","6.0",".496","16.0","",".250",2002,"NCAA","North Carolina-Wilmington "
"922","Notre Dame ","33","22","11",".667","15.70","6.17","2601","2256","","",".339",".316",".550","52.1","67.3","","7.8",".518","15.5","",".240",2002,"NCAA","Notre Dame "
"924","Ohio State ","32","24","8",".750","16.14","7.26","2362","2078","","",".467",".274",".568","52.5","58.5","","4.5",".536","16.8","",".316",2002,"NCAA","Ohio State "
"926","Oklahoma State ","32","23","9",".719","14.39","6.80","2293","2050","","",".380",".274",".521","54.4","55.1","","6.0",".493","18.1","",".245",2002,"NCAA","Oklahoma State "
"927","Oklahoma ","36","31","5",".861","21.04","7.70","2807","2327","","",".314",".295",".535","54.0","51.1","","6.8",".495","14.0","",".241",2002,"NCAA","Oklahoma "
"931","Oregon ","35","26","9",".743","19.67","6.93","2994","2538","","",".414",".346",".601","51.7","57.2","","5.2",".560","16.2","",".318",2002,"NCAA","Oregon "
"934","Pennsylvania ","32","25","7",".781","7.96","-1.51","2342","2039","","",".358",".393",".588","49.0","68.8","","6.1",".557","17.5","",".262",2002,"NCAA","Pennsylvania "
"935","Pepperdine ","31","22","9",".710","8.59","3.36","2519","2319","","",".332",".319",".547","49.1","49.1","","8.5",".514","16.3","",".238",2002,"NCAA","Pepperdine "
"936","Pittsburgh ","35","29","6",".829","14.69","4.55","2530","2133","","",".380",".345",".543","54.5","63.6","","8.1",".526","17.6","",".230",2002,"NCAA","Pittsburgh "
"964","San Diego State ","33","21","12",".636","7.69","6.02","2455","2339","","",".395",".215",".543","52.4","52.1","","6.6",".515","18.4","",".261",2002,"NCAA","San Diego State "
"970","Siena ","36","17","19",".472","-2.74","-3.71","2517","2482","","",".369",".353",".524","50.4","54.5","","7.2",".478","18.6","",".274",2002,"NCAA","Siena "
"977","Southern California ","32","22","10",".688","16.49","8.31","2494","2232","","",".333",".281",".522","51.3","55.4","","7.1",".489","14.0","",".230",2002,"NCAA","Southern California "
"978","Southern Illinois ","36","28","8",".778","9.79","1.67","2717","2425","","",".416",".284",".536","52.2","56.0","","8.5",".513","16.3","",".258",2002,"NCAA","Southern Illinois "
"987","St. John's (NY) ","32","20","12",".625","7.80","6.30","2250","2202","","",".415",".248",".481","50.0","46.9","","6.8",".437","17.1","",".278",2002,"NCAA","St. John's (NY) "
"988","Stanford ","30","20","10",".667","17.03","9.03","2420","2180","","",".446",".334",".548","55.7","58.4","","7.2",".508","15.6","",".312",2002,"NCAA","Stanford "
"1008","Texas Tech ","32","23","9",".719","14.72","7.22","2532","2292","","",".384",".194",".536","49.2","63.2","","6.5",".502","14.4","",".262",2002,"NCAA","Texas Tech "
"1009","Texas ","34","22","12",".647","14.31","9.98","2657","2489","","",".388",".260",".535","53.3","54.4","","6.4",".500","15.8","",".267",2002,"NCAA","Texas "
"1014","Tulsa ","34","27","7",".794","12.66","2.30","2726","2363","","",".359",".317",".578","50.9","61.0","","7.7",".541","15.6","",".270",2002,"NCAA","Tulsa "
"1015","UCLA ","33","21","12",".636","13.14","10.77","2476","2398","","",".339",".299",".558","52.1","52.7","","4.6",".530","18.3","",".235",2002,"NCAA","UCLA "
"1017","Utah ","30","21","9",".700","10.68","5.18","2018","1839","","",".411",".397",".575","50.6","63.8","","5.6",".549","18.5","",".277",2002,"NCAA","Utah "
"1018","Valparaiso ","33","25","8",".758","9.38","-1.24","2564","2180","","",".379",".395",".546","50.8","63.8","","7.3",".518","15.7","",".253",2002,"NCAA","Valparaiso "
"1029","Wake Forest ","34","21","13",".618","15.25","10.28","2789","2620","","",".354",".313",".570","52.0","55.2","","6.6",".535","16.9","",".261",2002,"NCAA","Wake Forest "
"1036","Western Kentucky ","32","28","4",".875","10.46","-0.28","2491","2069","","",".349",".390",".567","54.6","57.2","","5.9",".539","17.2","",".244",2002,"NCAA","Western Kentucky "
"1040","Winthrop ","31","19","12",".613","-6.54","-8.21","2092","2018","","",".394",".363",".508","52.1","49.5","","7.7",".474","18.2","",".258",2002,"NCAA","Winthrop "
"1041","Wisconsin ","32","19","13",".594","10.09","9.22","2144","2101","","",".391",".354",".540","49.9","55.7","","3.5",".499","17.2","",".281",2002,"NCAA","Wisconsin "
"1044","Wyoming ","31","22","9",".710","8.62","2.72","2324","2129","","",".494",".252",".539","55.3","52.6","","7.6",".493","17.2","",".345",2002,"NCAA","Wyoming "
"1045","Xavier ","32","26","6",".813","13.90","4.09","2317","2003","","",".453",".319",".550","52.7","51.5","","7.6",".505","17.1","",".327",2002,"NCAA","Xavier "
"1055","Alabama ","29","17","12",".586","13.36","9.40","2002","1887","","",".364",".344",".516","52.6","50.6","","7.0",".476","16.4","",".260",2003,"NCAA","Alabama "
"1060","Arizona State ","32","20","12",".625","15.01","9.27","2464","2257","","",".453",".220",".552","53.0","57.1","","7.7",".518","16.4","",".305",2003,"NCAA","Arizona State "
"1061","Arizona ","32","28","4",".875","23.42","8.95","2725","2262","","",".368",".306",".549","54.0","58.5","","6.5",".515","15.9","",".261",2003,"NCAA","Arizona "
"1067","Auburn ","34","22","12",".647","12.68","8.34","2408","2235","","",".362",".303",".543","51.5","52.0","","9.1",".517","19.6","",".239",2003,"NCAA","Auburn "
"1068","Austin Peay ","31","23","8",".742","-0.84","-1.98","2204","2101","","",".436",".336",".554","50.9","55.9","","8.1",".518","19.3","",".301",2003,"NCAA","Austin Peay "
"1081","Brigham Young ","32","23","9",".719","13.63","5.29","2299","2032","","",".461",".313",".570","53.3","55.9","","5.0",".521","17.8","",".348",2003,"NCAA","Brigham Young "
"1085","Butler ","33","27","6",".818","9.11","2.23","2229","1986","","",".322",".422",".584","47.9","53.4","","3.5",".558","15.6","",".231",2003,"NCAA","Butler "
"1094","University of California ","31","22","9",".710","11.77","7.58","2301","2171","","",".330",".291",".547","50.7","57.5","","4.8",".520","17.1","",".225",2003,"NCAA","University of California "
"1100","Central Michigan ","32","25","7",".781","6.85","1.79","2553","2346","","",".460",".335",".611","52.1","58.3","","6.5",".569","21.6","",".351",2003,"NCAA","Central Michigan "
"1105","Cincinnati ","29","17","12",".586","12.90","7.45","1954","1796","","",".371",".347",".503","50.2","53.5","","8.1",".463","13.6","",".256",2003,"NCAA","Cincinnati "
"1112","Colorado State ","33","19","14",".576","5.38","4.41","2450","2363","","",".465",".219",".579","53.3","58.7","","7.8",".545","20.7","",".324",2003,"NCAA","Colorado State "
"1113","Colorado ","32","20","12",".625","12.82","8.01","2405","2251","","",".387",".248",".518","53.5","48.8","","10.6",".484","16.1","",".259",2003,"NCAA","Colorado "
"1117","Connecticut ","33","23","10",".697","15.84","7.63","2622","2351","","",".358",".247",".545","53.4","52.1","","11.7",".516","17.4","",".242",2003,"NCAA","Connecticut "
"1120","Creighton ","34","29","5",".853","15.33","1.03","2688","2202","","",".347",".354",".590","51.2","59.0","","8.1",".567","16.8","",".240",2003,"NCAA","Creighton "
"1123","Dayton ","30","24","6",".800","11.00","5.17","2182","2007","","",".410",".386",".558","53.6","61.2","","5.2",".520","16.9","",".292",2003,"NCAA","Dayton "
"1131","Duke ","33","26","7",".788","19.86","8.38","2677","2298","","",".453",".339",".556","51.0","49.5","","9.4",".514","16.1","",".323",2003,"NCAA","Duke "
"1134","East Tennessee State ","31","20","11",".645","-0.90","-2.94","2543","2332","","",".409",".245",".551","51.7","49.8","","8.1",".508","19.5","",".299",2003,"NCAA","East Tennessee State "
"1149","Florida ","33","25","8",".758","18.54","7.76","2484","2128","","",".330",".396",".578","50.8","61.4","","7.0",".553","16.9","",".232",2003,"NCAA","Florida "
"1163","Gonzaga ","33","24","9",".727","12.26","3.80","2558","2279","","",".446",".345",".573","54.1","60.3","","6.2",".533","17.5","",".323",2003,"NCAA","Gonzaga "
"1172","Holy Cross ","31","26","5",".839","5.26","-5.38","2180","1821","","",".423",".285",".552","56.0","64.4","","8.7",".514","17.8","",".299",2003,"NCAA","Holy Cross "
"1179","Illinois ","32","25","7",".781","19.82","6.76","2388","1970","","",".336",".355",".574","52.1","66.9","","5.7",".544","16.7","",".244",2003,"NCAA","Illinois "
"1183","Indiana ","34","21","13",".618","12.63","9.81","2376","2280","","",".411",".393",".537","50.3","59.6","","8.8",".494","15.1","",".295",2003,"NCAA","Indiana "
"1188","IUPUI ","34","20","14",".588","-2.43","-1.80","2423","2406","","",".417",".337",".545","50.4","54.9","","3.3",".507","19.7","",".292",2003,"NCAA","IUPUI "
"1194","Kansas ","38","30","8",".789","25.00","10.53","3141","2541","","",".379",".228",".556","55.2","55.2","","8.2",".532","16.6","",".248",2003,"NCAA","Kansas "
"1196","Kentucky ","36","32","4",".889","22.47","9.33","2782","2309","","",".353",".278",".567","54.3","55.9","","8.8",".538","17.0","",".248",2003,"NCAA","Kentucky "
"1208","Louisiana State ","32","21","11",".656","16.08","6.83","2326","2030","","",".358",".323",".562","51.7","60.5","","7.4",".542","17.7","",".231",2003,"NCAA","Louisiana State "
"1210","Louisville ","32","25","7",".781","19.81","6.84","2612","2197","","",".395",".386",".564","51.5","58.6","","8.3",".532","15.5","",".275",2003,"NCAA","Louisville "
"1215","Manhattan ","30","23","7",".767","5.78","-1.99","2274","2041","","",".411",".277",".550","49.1","54.0","","6.9",".495","17.0","",".324",2003,"NCAA","Manhattan "
"1217","Marquette ","33","27","6",".818","16.28","7.28","2589","2292","","",".406",".272",".580","53.1","59.2","","6.0",".536","16.4","",".313",2003,"NCAA","Marquette "
"1221","Maryland ","31","21","10",".677","20.56","7.56","2472","2069","","",".337",".270",".549","51.8","63.6","","10.6",".517","16.1","",".240",2003,"NCAA","Maryland "
"1226","Memphis ","30","23","7",".767","13.23","5.27","2232","1993","","",".379",".337",".523","52.7","62.6","","8.7",".493","16.2","",".248",2003,"NCAA","Memphis "
"1230","Michigan State ","35","22","13",".629","16.12","9.72","2367","2143","","",".427",".266",".548","54.2","58.4","","6.8",".502","18.9","",".314",2003,"NCAA","Michigan State "
"1233","Milwaukee ","32","24","8",".750","7.71","0.81","2466","2238","","",".367",".375",".566","50.1","62.0","","6.5",".537","17.9","",".254",2003,"NCAA","Milwaukee "
"1235","Mississippi State ","31","21","10",".677","17.65","8.00","2151","1852","","",".316",".295",".544","54.5","55.2","","6.9",".519","19.5","",".213",2003,"NCAA","Mississippi State "
"1240","Missouri ","33","22","11",".667","14.87","10.15","2389","2233","","",".306",".357",".532","52.2","52.0","","7.3",".508","16.9","",".203",2003,"NCAA","Missouri "
"1262","North Carolina-Asheville ","32","15","17",".469","-13.19","-5.61","2320","2514","","",".360",".317",".536","49.0","53.7","","5.0",".491","19.2","",".274",2003,"NCAA","North Carolina-Asheville "
"1265","North Carolina State ","31","18","13",".581","11.76","7.57","2246","2116","","",".383",".420",".574","49.8","60.4","","6.0",".531","18.4","",".295",2003,"NCAA","North Carolina State "
"1266","North Carolina-Wilmington ","31","24","7",".774","8.52","-2.80","2214","1863","","",".327",".333",".548","48.5","56.9","","3.6",".520","14.8","",".227",2003,"NCAA","North Carolina-Wilmington "
"1277","Notre Dame ","34","24","10",".706","17.32","9.43","2692","2424","","",".368",".358",".558","49.8","60.9","","8.5",".515","15.6","",".280",2003,"NCAA","Notre Dame "
"1281","Oklahoma State ","32","22","10",".688","14.62","8.46","2224","2004","","",".403",".278",".523","50.8","51.0","","9.6",".492","18.2","",".262",2003,"NCAA","Oklahoma State "
"1282","Oklahoma ","34","27","7",".794","18.86","8.53","2392","2041","","",".329",".334",".541","53.3","56.5","","6.8",".512","15.7","",".228",2003,"NCAA","Oklahoma "
"1286","Oregon ","33","23","10",".697","14.05","6.11","2689","2427","","",".336",".369",".569","49.4","60.7","","4.5",".529","17.6","",".260",2003,"NCAA","Oregon "
"1289","Pennsylvania ","28","22","6",".786","8.44","-1.45","1958","1681","","",".365",".425",".583","51.8","62.6","","4.1",".554","18.0","",".259",2003,"NCAA","Pennsylvania "
"1293","Pittsburgh ","33","28","5",".848","21.49","5.79","2473","1955","","",".424",".324",".583","55.0","66.0","","7.7",".565","18.6","",".271",2003,"NCAA","Pittsburgh "
"1299","Purdue ","30","19","11",".633","15.95","9.42","2156","1960","","",".462",".285",".540","49.6","50.3","","5.2",".484","17.1","",".347",2003,"NCAA","Purdue "
"1311","Saint Joseph's ","30","23","7",".767","14.61","3.71","2111","1784","","",".376",".402",".547","49.9","57.5","","10.1",".516","16.7","",".258",2003,"NCAA","Saint Joseph's "
"1317","Sam Houston State ","30","23","7",".767","-1.65","-6.87","2185","1951","","",".424",".331",".556","51.3","66.8","","10.1",".518","19.5","",".299",2003,"NCAA","Sam Houston State "
"1320","San Diego ","30","18","12",".600","5.46","2.74","2265","2143","","",".485",".341",".566","53.5","64.8","","5.6",".535","21.1","",".323",2003,"NCAA","San Diego "
"1328","South Carolina State ","31","20","11",".645","-9.20","-10.14","2238","2209","","",".465",".288",".545","51.0","41.3","","5.0",".502","22.7","",".325",2003,"NCAA","South Carolina State "
"1336","Southern Illinois ","31","24","7",".774","8.57","2.37","2307","2115","","",".335",".274",".553","49.1","50.8","","5.8",".523","15.7","",".234",2003,"NCAA","Southern Illinois "
"1344","Stanford ","33","24","9",".727","13.25","8.37","2391","2230","","",".351",".337",".532","53.6","56.6","","6.1",".502","17.3","",".238",2003,"NCAA","Stanford "
"1348","Syracuse ","35","30","5",".857","19.02","9.02","2785","2435","","",".376",".252",".551","51.7","51.3","","11.0",".519","16.3","",".260",2003,"NCAA","Syracuse "
"1363","Texas Southern ","31","18","13",".581","-9.57","-11.21","2268","2217","","",".509",".334",".531","52.3","57.3","","3.6",".503","18.1","",".311",2003,"NCAA","Texas Southern "
"1366","Texas ","33","26","7",".788","18.91","9.27","2618","2300","","",".398",".268",".536","54.5","52.2","","6.2",".493","15.0","",".287",2003,"NCAA","Texas "
"1369","Troy ","32","26","6",".813","2.86","-4.80","2556","2262","","",".286",".433",".532","50.9","54.2","","8.6",".506","15.3","",".197",2003,"NCAA","Troy "
